OrderID,Region,Country,CustID,Customer_Name,ProductSKU,Product_Category,OrderLineItem,OrderQuantity,ProductCost,ProductPrice,OrderDate,AcquisitionSource,TransactionID,Fraud,PaymentMethod,CardType,Gender
SO52703,United Kingdom,United Kingdom,22559,STACY VAZQUEZ,WB-H098,Plant Care & Seeds,1,3,1.87,4.99,,Yt-Campaign,T4488354314361694,FALSE,PAYPAL,VISA,Male
SO52695,Canada,Canada,23449,STEVEN PETERSON,PK-7098,Plant Care & Seeds,2,2,0.86,2.29,,Meta-ads,Q4477850281725729,FALSE,PAYPAL,VISA,Male
SO52696,Southwest,United States,15158,VICTORIA MOORE,TT-M928,Plant Care & Seeds,1,2,1.87,4.99,,Meta-ads,U7353321455784533,FALSE,CREDITCARD,VISA,Male
SO52678,Germany,Germany,17086,XAVIER ANDERSON,LJ-0192-L,Pots,2,1,31.72,48.07,,Google-ads,T9764946124783610,FALSE,CREDITCARD,,Others
SO52686,Southwest,United States,28049,XAVIER WASHINGTON,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Yt-Campaign,G7858176950579311,FALSE,CREDITCARD,VISA,Male
SO52757,Southwest,United States,12948,ADAM KUMAR,FE-6654,Plant Care & Seeds,1,2,8.22,21.98,,Google-ads,O1638891649158187,FALSE,CREDITCARD,VISA,Male
SO52770,France,France,21050,ALAN CAI,CA-1098,Pots,2,2,5.71,8.64,,Google-ads,B5771730056666879,FALSE,CREDITCARD,,Male
SO52746,Southwest,United States,14505,ALEX EDWARDS,FE-6654,Plant Care & Seeds,2,2,8.22,21.98,,Google-ads,D1073810172949013,FALSE,CREDITCARD,VISA,Male
SO52765,Northwest,United States,26317,AMANDA WRIGHT,WB-H098,Plant Care & Seeds,3,3,1.87,4.99,,Google-ads,C1304882217009348,FALSE,CREDITCARD,VISA,Male
SO52738,Southwest,United States,23069,ANNA GRAY,TT-M928,Plant Care & Seeds,2,2,1.87,4.99,,Meta-ads,A3832106559838386,FALSE,PAYPAL,MC,Male
SO52769,France,France,19381,BRANDI ROMERO,LJ-0192-S,Pots,2,1,31.72,48.07,,Yt-Campaign,O5024803545754736,FALSE,CREDITCARD,AMEX,Male
SO52766,Southwest,United States,16222,BRANDON ANDERSON,TI-R092,Plant Care & Seeds,2,2,8.04,21.49,,Google-ads,C5496547124256156,FALSE,CREDITCARD,MC,Male
SO52750,United Kingdom,United Kingdom,21110,BRENT ZENG,TT-M928,Plant Care & Seeds,2,2,1.87,4.99,,Yt-Campaign,O4298999139092518,FALSE,CREDITCARD,VISA,Male
SO52736,Canada,Canada,12892,BRIAN PETERSON,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Google-ads,X3748279934286914,FALSE,PAYPAL,VISA,Male
SO52762,Southwest,United States,11534,CAMERON LEWIS,FE-6654,Plant Care & Seeds,2,3,8.22,21.98,,Google-ads,F1317580693686675,FALSE,CREDITCARD,MC,Others
SO52775,United Kingdom,United Kingdom,29411,CARA LIN,CA-1098,Pots,2,3,5.71,8.64,,Meta-ads,N2819936845203261,FALSE,CREDITCARD,MC,Male
SO52767,Southwest,United States,16223,CARLOS COLLINS,BC-R205,Plant Care & Seeds,4,3,3.36,8.99,,Meta-ads,N9020831621736396,FALSE,CREDITCARD,VISA,Male
SO52755,United Kingdom,United Kingdom,16459,CAROLYN KAPOOR,PK-7098,Plant Care & Seeds,2,2,0.86,2.29,,Google-ads,E3858970988524508,FALSE,CREDITCARD,VISA,Male
SO52747,Canada,Canada,18644,CARRIE RUIZ,WB-H098,Plant Care & Seeds,2,2,1.87,4.99,,Google-ads,L2390349022843238,FALSE,CREDITCARD,,Male
SO52772,France,France,21031,CASSIE SHE,BC-R205,Plant Care & Seeds,2,3,3.36,8.99,,Google-ads,M3380191438113636,FALSE,CREDITCARD,VISA,Male
SO52730,United Kingdom,United Kingdom,20838,CHLOE JONES,BC-R205,Plant Care & Seeds,3,3,3.36,8.99,,Meta-ads,K2817113968947592,FALSE,PAYPAL,MC,Others
SO52761,Canada,Canada,11979,CHRISTOPHER JOHNSON,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Meta-ads,D7321604642995053,FALSE,CREDITCARD,MC,Others
SO52728,Australia,Australia,13639,COLIN LIANG,TT-R982,Plant Care & Seeds,1,3,1.49,3.99,,Google-ads,F2983595736776346,FALSE,CREDITCARD,VISA,Male
SO52732,United Kingdom,United Kingdom,23630,DOMINIC FERNANDEZ,WB-H098,Plant Care & Seeds,4,3,1.87,4.99,,Google-ads,G3639796417151168,FALSE,CREDITCARD,VISA,Male
SO52753,United Kingdom,United Kingdom,14820,DREW BHAT,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Google-ads,I4037892597171363,FALSE,CREDITCARD,AMEX,Male
SO52773,Germany,Germany,29391,EBONY CHANDRA,HL-U509-B,Plant Care & Seeds,2,1,12.03,33.64,,Google-ads,S9755292428456816,FALSE,CREDITCARD,VISA,Others
SO52726,Australia,Australia,16740,ELIJAH LI,WB-H098,Plant Care & Seeds,4,2,1.87,4.99,,Google-ads,J6280804367021019,FALSE,CREDITCARD,AMEX,Male
SO52749,France,France,14166,ELIZABETH JENKINS,FE-6654,Plant Care & Seeds,1,2,8.22,21.98,,Meta-ads,F4201300676689792,FALSE,CREDITCARD,VISA,Male
SO52771,United Kingdom,United Kingdom,22642,GARRETT RIVERA,GL-H102-S,Pots,3,3,9.71,23.55,,Meta-ads,V2140898023357322,Unknown,CREDITCARD,VISA,Male
SO52774,Germany,Germany,14830,ISABELLA WARD,WB-H098,Plant Care & Seeds,3,2,1.87,4.99,,Google-ads,P5450724685934343,FALSE,PAYPAL,VISA,Male
SO52727,Australia,Australia,25815,JACQUELYN ROMERO,TT-M928,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,B8730976552507868,FALSE,CREDITCARD,VISA,Male
SO52752,France,France,19521,JAIME DOMINGUEZ,TT-R982,Plant Care & Seeds,1,2,1.49,3.99,,Google-ads,N1721751175031490,FALSE,CREDITCARD,VISA,Male
SO52760,Southwest,United States,11665,JANET DOMINGUEZ,FE-6654,Plant Care & Seeds,2,2,8.22,21.98,,Google-ads,K8782481670564459,FALSE,CREDITCARD,MC,Others
SO52739,Canada,Canada,19726,JAVIER RUBIO,PK-7098,Plant Care & Seeds,3,3,0.86,2.29,,Google-ads,N9072700525434084,FALSE,CREDITCARD,VISA,Male
SO52742,Northwest,United States,20361,JONATHON MORENO,SH-W890-L,Pots,1,1,26.18,69.99,,Google-ads,A9946732523832973,FALSE,CREDITCARD,VISA,Others
SO52743,Southwest,United States,19544,KATHERINE PRICE,CA-1098,Pots,3,2,5.71,8.64,,Google-ads,E2800232320428562,FALSE,CREDITCARD,VISA,Others
SO52733,United Kingdom,United Kingdom,19459,KATIE YUAN,HL-U509,Plant Care & Seeds,2,1,12.03,33.64,,Google-ads,Z4687703846105918,FALSE,PAYPAL,VISA,Male
SO52756,France,France,12514,LACEY BECKER,CA-1098,Pots,1,2,5.71,8.64,,Yt-Campaign,H8440315226312268,FALSE,CREDITCARD,VISA,Male
SO52740,Canada,Canada,11723,LUKE COLEMAN,TI-M602,Plant Care & Seeds,1,2,11.22,29.99,,Google-ads,T9020443614384313,FALSE,CREDITCARD,MC,Male
SO52741,Canada,Canada,12054,LUKE DIAZ,BC-M005,Plant Care & Seeds,1,3,3.74,9.99,,Google-ads,M9307424428549905,FALSE,CREDITCARD,AMEX,Male
SO52734,Southwest,United States,11737,MEGAN MARTIN,HL-U509,Plant Care & Seeds,1,1,12.03,33.64,,Google-ads,T4280809637874531,FALSE,CREDITCARD,VISA,Male
SO52735,Northwest,United States,26250,MIGUEL SIMMONS,TI-T723,Plant Care & Seeds,1,2,10.84,28.99,,Google-ads,T5026699014938093,FALSE,CREDITCARD,VISA,Male
SO52759,Northwest,United States,11217,NATALIE ADAMS,BK-M68S-46,Plants,1,1,1117.86,2071.42,,Google-ads,U5194906371646268,TRUE,CREDITCARD,MC,Male
SO52764,Australia,Australia,28323,NATHAN MOORE,BK-T79Y-60,Plants,1,1,1481.94,2384.07,,Google-ads,B4265120179292793,FALSE,CREDITCARD,VISA,Male
SO52763,Australia,Australia,20154,RAUL LUO,HL-U509-R,Plant Care & Seeds,2,1,13.09,34.99,,Google-ads,M6552882314147473,FALSE,CREDITCARD,AMEX,Male
SO52768,France,France,19336,RICARDO ANDERSEN,BK-R64Y-38,Plants,1,1,605.65,1000.44,,Google-ads,T1879522281138484,FALSE,CREDITCARD,VISA,Others
SO52776,Australia,Australia,18469,ROBYN RUBIO,BK-R89B-44,Plants,1,1,1320.68,2181.56,,Google-ads,R7286127369697261,FALSE,CREDITCARD,VISA,Male
SO52751,United Kingdom,United Kingdom,17649,RONALD MEHTA,TT-R982,Plant Care & Seeds,1,3,1.49,3.99,,Google-ads,P4845333039082337,FALSE,CREDITCARD,MC,Others
SO52731,France,France,11378,SHANNON LIANG,BC-M005,Plant Care & Seeds,2,2,3.74,9.99,,Google-ads,R6646403395261928,FALSE,CREDITCARD,,Male
SO52744,Northwest,United States,17583,STEPHANIE COOK,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,X2386712953852465,FALSE,CREDITCARD,VISA,Male
SO52777,Australia,Australia,28107,TARA SIMPSON,WB-H098,Plant Care & Seeds,3,2,1.87,4.99,,Google-ads,E1526217968937072,FALSE,CREDITCARD,,Male
SO52754,Germany,Germany,18635,TONI MARTINEZ,TT-R982,Plant Care & Seeds,1,2,1.49,3.99,,Meta-ads,F2030789986348905,FALSE,CREDITCARD,VISA,Male
SO52745,Southwest,United States,19639,VICTOR GILL,GL-H102-M,Pots,3,2,9.71,23.55,,Google-ads,M5822537880036773,FALSE,PAYPAL,VISA,Male
SO52758,Northwest,United States,11688,VICTORIA MORRIS,CA-1098,Pots,4,2,5.71,8.64,,Google-ads,C2117665475434640,FALSE,CREDITCARD,AMEX,Male
SO52729,France,France,23758,VIRGINIA MALHOTRA,SJ-0194-M,Pots,2,1,41.57,53.99,,Google-ads,X4884221976823219,FALSE,PAYPAL,AMEX,Male
SO52748,France,France,17211,VIRGINIA RODRIGUEZ,CL-9009,Plant Care & Seeds,3,2,2.97,7.95,,Google-ads,T2344624264558753,FALSE,CREDITCARD,MC,Male
SO52737,Northwest,United States,24389,XAVIER CARTER,TT-R982,Plant Care & Seeds,1,3,1.49,3.99,,Google-ads,A3458548581865555,FALSE,CREDITCARD,VISA,Male
SO52829,Canada,Canada,11984,ALEX CAMPBELL,HL-U509,Plant Care & Seeds,2,1,12.03,33.64,,Google-ads,K5098165932872168,FALSE,CREDITCARD,DISCOVER,Others
SO52836,Southwest,United States,19535,ALEX MITCHELL,LJ-0192-L,Pots,2,1,31.72,48.07,,Google-ads,K4101300548799625,FALSE,CREDITCARD,AMEX,Male
SO52835,Southwest,United States,22281,ALEXIA DIAZ,BK-R19B-52,Plants,1,1,343.65,539.99,,Google-ads,O2021349618237896,TRUE,CREDITCARD,,Male
SO52778,Canada,Canada,11215,ANA PERRY,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,D4162610297884045,FALSE,CREDITCARD,VISA,Male
SO52812,Germany,Germany,23602,ANDREA LOPEZ,TT-R982,Plant Care & Seeds,1,3,1.49,3.99,,Yt-Campaign,O5259498741704679,FALSE,CREDITCARD,MC,Male
SO52837,United Kingdom,United Kingdom,23223,ANGEL HOWARD,HL-U509,Plant Care & Seeds,2,1,12.03,33.64,,Google-ads,X6438672413203726,Unknown,CREDITCARD,VISA,Male
SO52805,Northwest,United States,16477,ANNA GONZALES,TT-M928,Plant Care & Seeds,1,3,1.87,4.99,,Google-ads,F4737465954118447,FALSE,CREDITCARD,VISA,Male
SO52838,Germany,Germany,19432,ARMANDO DOMINGUEZ,LJ-0192-M,Pots,2,1,31.72,48.07,,Google-ads,I1048769241946243,FALSE,CREDITCARD,MC,Male
SO52831,Australia,Australia,26673,AUSTIN ALEXANDER,TI-R092,Plant Care & Seeds,2,3,8.04,21.49,,Google-ads,W2454578999747415,FALSE,CREDITCARD,,Male
SO52822,Southwest,United States,11650,CALEB HAYES,TT-M928,Plant Care & Seeds,2,2,1.87,4.99,,Google-ads,N7988578491093790,FALSE,PAYPAL,MC,Male
SO52819,United Kingdom,United Kingdom,12503,CASEY SHEN,TT-R982,Plant Care & Seeds,2,3,1.49,3.99,,Meta-ads,A6284303416554138,FALSE,CREDITCARD,VISA,Male
SO52833,Southwest,United States,21650,CEDRIC ZENG,WB-H098,Plant Care & Seeds,3,2,1.87,4.99,,Google-ads,R4727855423479928,FALSE,CREDITCARD,VISA,Male
SO52792,Southwest,United States,25890,CHLOE BROWN,TI-M267,Plant Care & Seeds,1,2,9.35,24.99,,Google-ads,W1009473891686338,FALSE,CREDITCARD,,Male
SO52781,Australia,Australia,16627,CLAUDIA CHEN,TI-M602,Plant Care & Seeds,1,3,11.22,29.99,,Google-ads,E7964404683662414,FALSE,CREDITCARD,VISA,Male
SO52784,United Kingdom,United Kingdom,11398,COLIN NATH,BK-M68B-38,Plants,1,1,1105.81,2049.1,,Meta-ads,J6442721811133987,FALSE,CREDITCARD,VISA,Male
SO52779,Australia,Australia,15125,CORY MARTINEZ,PK-7098,Plant Care & Seeds,3,3,0.86,2.29,,Google-ads,K5935175461264501,FALSE,CREDITCARD,VISA,Male
SO52791,Canada,Canada,11711,DANIEL DAVIS,TI-M267,Plant Care & Seeds,1,3,9.35,24.99,,Google-ads,G3291733033146954,FALSE,CREDITCARD,VISA,Male
SO52834,Northwest,United States,16221,DARREN SAUNDERS,BC-R205,Plant Care & Seeds,3,2,3.36,8.99,,Google-ads,K1029423476839607,FALSE,CREDITCARD,,Male
SO52800,Southwest,United States,19241,DIANE DOMINGUEZ,GL-H102-S,Pots,3,2,9.71,23.55,,Google-ads,F6772144253288666,FALSE,CREDITCARD,VISA,Male
SO52818,Germany,Germany,25521,DOUGLAS SANCHEZ,CA-1098,Pots,1,2,5.71,8.64,,Google-ads,D3706257849717260,Unknown,CREDITCARD,VISA,Male
SO52801,Northwest,United States,17554,EMMA HARRIS,HL-U509-B,Plant Care & Seeds,2,1,12.03,33.64,,Google-ads,S9043469199176143,FALSE,CREDITCARD,VISA,Male
SO52780,Australia,Australia,15217,ETHAN JAI,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Google-ads,X8409726852354882,FALSE,PAYPAL,VISA,Male
SO52789,Canada,Canada,11078,GINA MARTIN,GL-H102-L,Pots,3,2,9.71,23.55,,Google-ads,B1420393746881801,FALSE,CREDITCARD,AMEX,Others
SO52797,Canada,Canada,12530,ISABEL COLEMAN,SH-W890-S,Pots,1,1,26.18,69.99,,Google-ads,U6528893933776724,FALSE,CREDITCARD,VISA,Male
SO52817,France,France,19185,JACQUELINE BRADLEY,WB-H098,Plant Care & Seeds,1,3,1.87,4.99,,Google-ads,T8764970016779876,FALSE,CREDITCARD,VISA,Male
SO52793,Canada,Canada,11922,JAMES DAVIS,TT-M928,Plant Care & Seeds,2,2,1.87,4.99,,Google-ads,Q3339643399489336,FALSE,CREDITCARD,MC,Male
SO52813,United Kingdom,United Kingdom,27815,JAMIE CHOW,TT-R982,Plant Care & Seeds,1,2,1.49,3.99,,Google-ads,S6636508251835675,FALSE,PAYPAL,VISA,Male
SO52820,France,France,25672,JANELLE SUBRAM,PK-7098,Plant Care & Seeds,2,2,0.86,2.29,,Google-ads,R4910928669071579,FALSE,CREDITCARD,VISA,Male
SO52810,Germany,Germany,16441,JASON YOUNG,TI-M267,Plant Care & Seeds,1,1,9.35,24.99,,Google-ads,L5684682237641413,FALSE,CREDITCARD,MC,Male
SO52825,Southwest,United States,11826,JESSIE ALONSO,BK-M68S-38,Plants,1,1,1117.86,2071.42,,Google-ads,U6125654242949487,FALSE,CREDITCARD,VISA,Male
SO52839,United Kingdom,United Kingdom,25675,JOE BLANCO,CA-1098,Pots,2,2,5.71,8.64,,Google-ads,B7142461421689922,FALSE,CREDITCARD,VISA,Male
SO52788,Northwest,United States,29248,JONATHAN MARTIN,PK-7098,Plant Care & Seeds,2,2,0.86,2.29,,Yt-Campaign,V1907568689375283,FALSE,CREDITCARD,MC,Male
SO52803,Northwest,United States,17035,JORDAN FLORES,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,R6640508140993172,FALSE,CREDITCARD,VISA,Male
SO52823,Northwest,United States,11819,JOSE LAL,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Google-ads,H6792648775625418,FALSE,CREDITCARD,MC,Male
SO52806,Canada,Canada,29214,JOSEPH MARTINEZ,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,E6135981022681009,FALSE,CREDITCARD,VISA,Male
SO52802,Southwest,United States,18751,KARI SCHMIDT,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Yt-Campaign,I3712678269542267,FALSE,PAYPAL,,Male
SO52804,Northwest,United States,16877,KATELYN ADAMS,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Meta-ads,E6438973116911232,FALSE,CREDITCARD,VISA,Male
SO52814,United Kingdom,United Kingdom,27837,KELSEY JAI,TT-R982,Plant Care & Seeds,2,3,1.49,3.99,,Google-ads,Q3700844894104726,FALSE,PAYPAL,VISA,Male
SO52790,Southwest,United States,26736,LACEY XU,TT-R982,Plant Care & Seeds,2,2,1.49,3.99,,Google-ads,I3631562018364697,FALSE,CREDITCARD,MC,Male
SO52815,France,France,21070,LATOYA YUAN,CA-1098,Pots,2,3,5.71,8.64,,Google-ads,X1779830285944993,FALSE,CREDITCARD,VISA,Male
SO52824,Southwest,United States,13341,LUCAS KING,FE-6654,Plant Care & Seeds,1,2,8.22,21.98,,Google-ads,G6365432228331124,FALSE,CREDITCARD,AMEX,Male
SO52828,Canada,Canada,11523,LUCAS TAYLOR,FE-6654,Plant Care & Seeds,2,2,8.22,21.98,,Google-ads,O4924518947316937,FALSE,CREDITCARD,MC,Male
SO52796,Southwest,United States,21459,LUIS ALEXANDER,WB-H098,Plant Care & Seeds,2,2,1.87,4.99,,Google-ads,H6052374864964363,Unknown,CREDITCARD,VISA,Male
SO52807,Canada,Canada,21252,LUIS CHEN,GL-H102-S,Pots,3,2,9.71,23.55,,Google-ads,X8892258030795414,FALSE,CREDITCARD,MC,Male
SO52783,Australia,Australia,15137,LUKE FOSTER,CA-1098,Pots,2,2,5.71,8.64,,Yt-Campaign,Z2695740278502695,FALSE,CREDITCARD,JCB,Male
SO52816,France,France,20146,MACKENZIE HALL,TT-R982,Plant Care & Seeds,1,2,1.49,3.99,,Google-ads,N9383751824654912,Unknown,CREDITCARD,VISA,Others
SO52795,Northwest,United States,22970,MARY PHILLIPS,SO-R809-L,Pots,4,2,3.36,8.99,,Meta-ads,I8439700618576309,FALSE,PAYPAL,VISA,Others
SO52840,France,France,24083,MAX MORENO,HL-U509-R,Plant Care & Seeds,2,1,13.09,34.99,,Google-ads,Z9365136929013251,FALSE,PAYPAL,MC,Male
SO52785,United Kingdom,United Kingdom,19448,MEAGAN FERNANDEZ,TT-R982,Plant Care & Seeds,3,2,1.49,3.99,,Google-ads,I2645343846962979,FALSE,CREDITCARD,VISA,Male
SO52811,France,France,28391,MONIQUE JIMENEZ,TI-R982,Plant Care & Seeds,1,1,12.19,32.6,,Google-ads,D7640435370706440,FALSE,CREDITCARD,MC,Male
SO52786,Southwest,United States,11637,MORGAN HERNANDEZ,PK-7098,Plant Care & Seeds,1,1,0.86,2.29,,Meta-ads,C8142934283047406,FALSE,CREDITCARD,AMEX,Male
SO52798,Northwest,United States,20378,NATHAN JAI,LJ-0192-L,Pots,2,1,31.72,48.07,,Google-ads,O2070369919014769,FALSE,CREDITCARD,VISA,Male
SO52826,Canada,Canada,11647,RANDY WU,CA-1098,Pots,5,2,5.71,8.64,,Yt-Campaign,C6712399886172887,FALSE,CREDITCARD,VISA,Male
SO52832,Canada,Canada,29247,SARA GRAY,CA-1098,Pots,2,3,5.71,8.64,,Yt-Campaign,D6672186830982960,FALSE,CREDITCARD,MC,Others
SO52827,Northwest,United States,11663,SETH WILLIAMS,TT-M928,Plant Care & Seeds,3,2,1.87,4.99,,Google-ads,Z2874694898688021,FALSE,CREDITCARD,MC,Male
SO52808,Canada,Canada,22143,SUMMER PRASAD,TT-M928,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,B9739254067244251,FALSE,CREDITCARD,MC,Male
SO52782,Australia,Australia,26543,SUSAN GUO,CL-9009,Plant Care & Seeds,3,3,2.97,7.95,,Google-ads,M5295233736462674,TRUE,CREDITCARD,VISA,Male
SO52821,United Kingdom,United Kingdom,16593,SUZANNE HE,PK-7098,Plant Care & Seeds,2,2,0.86,2.29,,Yt-Campaign,A7538948956625839,FALSE,CREDITCARD,MC,Male
SO52830,Australia,Australia,28327,TABITHA SERRANO,BC-R205,Plant Care & Seeds,2,3,3.36,8.99,,Meta-ads,K1866674186194379,FALSE,CREDITCARD,AMEX,Male
SO52794,Northwest,United States,23801,TAYLOR WOOD,LJ-0192-S,Pots,2,1,31.72,48.07,,Google-ads,H4298442893907961,FALSE,CREDITCARD,VISA,Male
SO52809,Southwest,United States,13485,THOMAS ALLEN,WB-H098,Plant Care & Seeds,3,2,1.87,4.99,,Google-ads,R4201983368952337,FALSE,CREDITCARD,VISA,Male
SO52799,Southwest,United States,18111,TIMOTHY MORRIS,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,I6467558790701379,FALSE,PAYPAL,VISA,Others
SO52787,Southwest,United States,27222,VIRGINIA SAI,CL-9009,Plant Care & Seeds,2,3,2.97,7.95,,Google-ads,Y1272270438503011,FALSE,CREDITCARD,AMEX,Male
SO52875,Southwest,United States,16812,ALEXA RICHARDSON,HL-U509-R,Plant Care & Seeds,2,1,13.09,34.99,,Meta-ads,H7506275326724884,FALSE,CREDITCARD,MC,Male
SO52868,France,France,17850,ALVIN SHEN,CA-1098,Pots,4,2,5.71,8.64,,Google-ads,V3942524360264085,FALSE,CREDITCARD,VISA,Male
SO52849,Australia,Australia,12244,AMY HUANG,LJ-0192-M,Pots,1,1,31.72,48.07,,Google-ads,U2022570064847515,FALSE,CREDITCARD,VISA,Others
SO52851,France,France,13667,ANDRES DENG,LJ-0192-X,Pots,2,1,31.72,48.07,,Google-ads,E8454304169924787,FALSE,CREDITCARD,VISA,Male
SO52882,Germany,Germany,26873,ANN SURI,HL-U509-B,Plant Care & Seeds,2,1,12.03,33.64,,Yt-Campaign,N6087477496771786,FALSE,CREDITCARD,VISA,Male
SO52870,Germany,Germany,17994,BRADLEY XU,TI-R628,Plant Care & Seeds,1,2,9.35,24.99,,Google-ads,M7123860572938798,FALSE,CREDITCARD,VISA,Male
SO52880,United Kingdom,United Kingdom,22646,CARA SHE,HL-U509-R,Plant Care & Seeds,2,1,13.09,34.99,,Google-ads,P3915149967864689,Unknown,CREDITCARD,MC,Male
SO52867,France,France,14845,CHELSEA SAI,TT-M928,Plant Care & Seeds,1,3,1.87,4.99,,Google-ads,F2031257728051692,FALSE,CREDITCARD,VISA,Male
SO52866,Canada,Canada,22097,DAVID ANDERSON,FE-6654,Plant Care & Seeds,2,2,8.22,21.98,,Yt-Campaign,U1199219557439262,FALSE,CREDITCARD,VISA,Others
SO52853,Southwest,United States,25835,DESTINY FLORES,PK-7098,Plant Care & Seeds,2,2,0.86,2.29,,Google-ads,T2555555270422128,FALSE,PAYPAL,VISA,Male
SO52856,Canada,Canada,12895,DESTINY ANDERSON,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Google-ads,U6142375323892944,FALSE,CREDITCARD,AMEX,Others
SO52881,United Kingdom,United Kingdom,25615,DESTINY HALL,HL-U509-R,Plant Care & Seeds,2,1,13.09,34.99,,Google-ads,Y4943938626111713,FALSE,CREDITCARD,VISA,Male
SO52842,Australia,Australia,24612,DEVON CHANDER,PK-7098,Plant Care & Seeds,4,2,0.86,2.29,,Meta-ads,G9045631167974909,FALSE,CREDITCARD,VISA,Male
SO52844,Australia,Australia,11998,DONNA SHARMA,HL-U509-R,Plant Care & Seeds,2,1,13.09,34.99,,Google-ads,J8584708241892886,FALSE,CREDITCARD,VISA,Male
SO52846,France,France,11382,EDWARD PATTERSON,BK-M68B-46,Plants,1,1,1105.81,2049.1,,Google-ads,D3012531556741638,FALSE,CREDITCARD,VISA,Male
SO52858,Northwest,United States,23406,FREDERICK SANCHEZ,TI-M602,Plant Care & Seeds,1,2,11.22,29.99,,Yt-Campaign,C6994726896359523,FALSE,CREDITCARD,VISA,Male
SO52865,Southwest,United States,15742,GRACE THOMPSON,TT-M928,Plant Care & Seeds,1,2,1.87,4.99,,Yt-Campaign,D8428313153539364,FALSE,PAYPAL,VISA,Male
SO52864,Southwest,United States,17016,HAILEY HUGHES,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,U8142383316592506,FALSE,CREDITCARD,VISA,Male
SO52876,Southwest,United States,13856,IAN SCOTT,CA-1098,Pots,3,2,5.71,8.64,,Yt-Campaign,G4914814698448048,FALSE,CREDITCARD,MC,Others
SO52879,Northwest,United States,22327,JAKE CAI,HL-U509,Plant Care & Seeds,2,1,12.03,33.64,,Google-ads,P3662422821351876,FALSE,CREDITCARD,VISA,Male
SO52845,Australia,Australia,14058,JOHNNY ANAND,TT-T092,Plant Care & Seeds,3,2,1.87,4.99,,Google-ads,P5036841889526616,FALSE,CREDITCARD,,Male
SO52878,Northwest,United States,24521,JORDYN WOOD,HL-U509,Plant Care & Seeds,2,1,12.03,33.64,,Google-ads,T9243110694919349,FALSE,CREDITCARD,VISA,Male
SO52855,Northwest,United States,23861,KEITH ANAND,RA-H123,Plant Care & Seeds,2,1,44.88,120.0,,Google-ads,E8142264538814224,FALSE,CREDITCARD,VISA,Male
SO52877,Australia,Australia,16675,KRISTI ARTHUR,TT-M928,Plant Care & Seeds,3,3,1.87,4.99,,Google-ads,B3027936583523429,FALSE,CREDITCARD,MC,Male
SO52860,Southwest,United States,23130,LAUREN RUSSELL,PK-7098,Plant Care & Seeds,2,2,0.86,2.29,,Google-ads,M7371528363596907,FALSE,CREDITCARD,AMEX,Male
SO52848,Australia,Australia,22064,LAWRENCE CARLSON,SH-W890-L,Pots,1,1,26.18,69.99,,Google-ads,S2778203293757531,FALSE,CREDITCARD,VISA,Male
SO52843,Australia,Australia,24614,LINDSEY RAJE,BK-R64Y-38,Plants,1,1,605.65,1000.44,,Meta-ads,A3205788493152339,FALSE,CREDITCARD,MC,Male
SO52852,Southwest,United States,11931,MARCUS ADAMS,HL-U509,Plant Care & Seeds,1,1,12.03,33.64,,Google-ads,Z6220866379939172,FALSE,CREDITCARD,VISA,Others
SO52873,Canada,Canada,15826,MARISSA PRICE,FE-6654,Plant Care & Seeds,3,3,8.22,21.98,,Google-ads,X3181844432113565,FALSE,CREDITCARD,JCB,Male
SO52850,Germany,Germany,17082,MORGAN SMITH,CA-1098,Pots,2,1,5.71,8.64,,Yt-Campaign,J2158996458288294,FALSE,CREDITCARD,VISA,Male
SO52863,Southwest,United States,19010,NAOMI ORTEGA,CA-1098,Pots,2,2,5.71,8.64,,Google-ads,M6011791683552089,TRUE,CREDITCARD,VISA,Male
SO52861,Northwest,United States,23046,PAMELA MALHOTRA,PK-7098,Plant Care & Seeds,3,2,0.86,2.29,,Google-ads,Q3991971318105249,FALSE,PAYPAL,MC,Male
SO52874,Northwest,United States,12906,PHILIP RAMOS,FE-6654,Plant Care & Seeds,1,3,8.22,21.98,,Yt-Campaign,K3056266779796935,FALSE,CREDITCARD,VISA,Others
SO52847,Australia,Australia,24469,ROGER ANDERSEN,WB-H098,Plant Care & Seeds,1,2,1.87,4.99,,Google-ads,X2151547273577767,FALSE,CREDITCARD,DISCOVER,Male
